run_id,map_id,initial_boids,initial_predators,refuge_capacity,food_ratio,timestamp_sec,boids_alive,predators_alive
7,10,10,1,6,0.7,25.0,8,1
6,10,10,1,4,0.7,38.0,9,1
8,10,10,1,6,0.7,2.0,10,1
5,10,10,1,4,0.7,53.0,10,1
7,10,10,1,6,0.7,26.0,8,1
6,10,10,1,4,0.7,39.0,8,1
8,10,10,1,6,0.7,3.0,10,1
5,10,10,1,4,0.7,54.0,10,1
7,10,10,1,6,0.7,27.0,8,1
6,10,10,1,4,0.7,40.0,8,1
8,10,10,1,6,0.7,4.0,10,1
5,10,10,1,4,0.7,55.0,10,1
7,10,10,1,6,0.7,28.0,8,1
6,10,10,1,4,0.7,41.0,8,1
8,10,10,1,6,0.7,5.0,10,1
5,10,10,1,4,0.7,56.0,10,1
7,10,10,1,6,0.7,29.0,8,1
6,10,10,1,4,0.7,42.0,8,1
8,10,10,1,6,0.7,6.0,10,1
5,10,10,1,4,0.7,57.0,10,1
7,10,10,1,6,0.7,30.0,8,1
6,10,10,1,4,0.7,43.0,8,1
8,10,10,1,6,0.7,7.0,10,1
5,10,10,1,4,0.7,58.0,10,1
7,10,10,1,6,0.7,31.0,8,1
6,10,10,1,4,0.7,44.0,8,1
8,10,10,1,6,0.7,8.0,10,1
5,10,10,1,4,0.7,59.0,10,1
7,10,10,1,6,0.7,32.0,8,1
6,10,10,1,4,0.7,45.0,8,1
8,10,10,1,6,0.7,9.0,10,1
5,10,10,1,4,0.7,60.0,10,1
7,10,10,1,6,0.7,33.0,8,1
6,10,10,1,4,0.7,46.0,8,1
8,10,10,1,6,0.7,10.0,10,1
5,10,10,1,4,0.7,61.0,10,1
7,10,10,1,6,0.7,34.0,8,1
6,10,10,1,4,0.7,47.0,8,1
8,10,10,1,6,0.7,11.0,10,1
5,10,10,1,4,0.7,62.0,10,1
7,10,10,1,6,0.7,35.0,8,1
6,10,10,1,4,0.7,48.0,8,1
8,10,10,1,6,0.7,12.0,10,1
5,10,10,1,4,0.7,63.0,10,1
7,10,10,1,6,0.7,36.0,8,1
6,10,10,1,4,0.7,49.0,8,1
8,10,10,1,6,0.7,13.0,10,1
5,10,10,1,4,0.7,64.0,9,1
7,10,10,1,6,0.7,37.0,8,1
6,10,10,1,4,0.7,50.0,8,1
8,10,10,1,6,0.7,14.0,10,1
5,10,10,1,4,0.7,65.0,9,1
7,10,10,1,6,0.7,38.0,8,1
6,10,10,1,4,0.7,51.0,8,1
8,10,10,1,6,0.7,15.0,10,1
5,10,10,1,4,0.7,66.0,9,1
7,10,10,1,6,0.7,39.0,8,1
6,10,10,1,4,0.7,52.0,8,1
8,10,10,1,6,0.7,16.0,10,1
5,10,10,1,4,0.7,67.0,9,1
7,10,10,1,6,0.7,40.0,8,1
6,10,10,1,4,0.7,53.0,8,1
8,10,10,1,6,0.7,17.0,10,1
5,10,10,1,4,0.7,68.0,9,1
7,10,10,1,6,0.7,41.0,8,1
6,10,10,1,4,0.7,54.0,8,1
8,10,10,1,6,0.7,18.0,10,1
5,10,10,1,4,0.7,69.0,9,1
7,10,10,1,6,0.7,42.0,8,1
6,10,10,1,4,0.7,55.0,8,1
8,10,10,1,6,0.7,19.0,10,1
5,10,10,1,4,0.7,70.0,9,1
7,10,10,1,6,0.7,43.0,8,1
6,10,10,1,4,0.7,56.0,8,1
8,10,10,1,6,0.7,20.0,10,1
5,10,10,1,4,0.7,71.0,9,1
7,10,10,1,6,0.7,44.0,8,1
6,10,10,1,4,0.7,57.0,8,1
8,10,10,1,6,0.7,21.0,10,1
5,10,10,1,4,0.7,72.0,9,1
7,10,10,1,6,0.7,45.0,8,1
6,10,10,1,4,0.7,58.0,8,1
8,10,10,1,6,0.7,22.0,10,1
5,10,10,1,4,0.7,73.0,9,1
7,10,10,1,6,0.7,46.0,8,1
6,10,10,1,4,0.7,59.0,8,1
8,10,10,1,6,0.7,23.0,10,1
5,10,10,1,4,0.7,74.0,9,1
7,10,10,1,6,0.7,47.0,8,1
6,10,10,1,4,0.7,60.0,8,1
8,10,10,1,6,0.7,24.0,10,1
5,10,10,1,4,0.7,75.0,9,1
7,10,10,1,6,0.7,48.0,8,1
6,10,10,1,4,0.7,61.0,8,1
8,10,10,1,6,0.7,25.0,10,1
5,10,10,1,4,0.7,76.0,9,1
7,10,10,1,6,0.7,49.0,8,1
6,10,10,1,4,0.7,62.0,8,1
8,10,10,1,6,0.7,26.0,10,1
5,10,10,1,4,0.7,77.0,8,1
7,10,10,1,6,0.7,50.0,8,1
6,10,10,1,4,0.7,63.0,8,1
8,10,10,1,6,0.7,27.0,10,1
5,10,10,1,4,0.7,78.0,7,1
7,10,10,1,6,0.7,51.0,8,1
6,10,10,1,4,0.7,64.0,8,1
8,10,10,1,6,0.7,28.0,10,1
5,10,10,1,4,0.7,79.0,7,1
7,10,10,1,6,0.7,52.0,8,1
6,10,10,1,4,0.7,65.0,8,1
6,10,10,1,4,0.7,66.0,5,1
6,10,10,1,4,0.7,67.0,5,1
5,10,10,1,4,0.7,80.0,7,1
8,10,10,1,6,0.7,29.0,10,1
6,10,10,1,4,0.7,68.0,5,1
7,10,10,1,6,0.7,53.0,8,1
8,10,10,1,6,0.7,30.0,10,1
6,10,10,1,4,0.7,69.0,5,1
7,10,10,1,6,0.7,54.0,8,1

6,10,10,1,4,0.7,70.0,5,1
8,10,10,1,6,0.7,32.0,10,1
7,10,10,1,6,0.7,55.0,8,1
6,10,10,1,4,0.7,71.0,5,1
7,10,10,1,6,0.7,56.0,8,1
6,10,10,1,4,0.7,72.0,5,1
8,10,10,1,6,0.7,33.0,10,1
7,10,10,1,6,0.7,58.0,8,1
6,10,10,1,4,0.7,73.0,5,1
8,10,10,1,6,0.7,34.0,10,1
6,10,10,1,4,0.7,74.0,5,1
7,10,10,1,6,0.7,59.0,8,1
6,10,10,1,4,0.7,75.0,5,1

7,10,10,1,6,0.7,60.0,8,1
8,10,10,1,6,0.7,36.0,10,1
7,10,10,1,6,0.7,61.0,8,1
6,10,10,1,4,0.7,77.0,5,1
8,10,10,1,6,0.7,37.0,10,1
6,10,10,1,4,0.7,78.0,5,1
7,10,10,1,6,0.7,62.0,8,1
8,10,10,1,6,0.7,38.0,10,1
6,10,10,1,4,0.7,79.0,5,1
7,10,10,1,6,0.7,63.0,8,1
8,10,10,1,6,0.7,39.0,10,1
6,10,10,1,4,0.7,80.0,5,1
8,10,10,1,6,0.7,40.0,10,1
6,10,10,1,4,0.7,81.0,5,1
8,10,10,1,6,0.7,41.0,10,1
7,10,10,1,6,0.7,65.0,8,1
5,10,10,1,4,0.7,81.0,7,1
7,10,10,1,6,0.7,66.0,8,1

5,10,10,1,4,0.7,82.0,7,1
7,10,10,1,6,0.7,67.0,8,1
8,10,10,1,6,0.7,43.0,10,1
5,10,10,1,4,0.7,83.0,7,1
8,10,10,1,6,0.7,44.0,10,1
6,10,10,1,4,0.7,85.0,5,1
7,10,10,1,6,0.7,68.0,8,1
5,10,10,1,4,0.7,84.0,7,1
6,10,10,1,4,0.7,86.0,5,1
8,10,10,1,6,0.7,45.0,10,17,10,10,1,6,0.7,69.0,8,1
6,10,10,1,4,0.7,87.0,5,1
5,10,10,1,4,0.7,86.0,7,1
7,10,10,1,6,0.7,70.0,8,1
8,10,10,1,6,0.7,46.0,10,1
5,10,10,1,4,0.7,87.0,7,1
6,10,10,1,4,0.7,88.0,5,1
7,10,10,1,6,0.7,71.0,8,1
5,10,10,1,4,0.7,88.0,7,1
5,10,10,1,4,0.7,89.0,7,1
8,10,10,1,6,0.7,47.0,10,1
7,10,10,1,6,0.7,72.0,8,1
5,10,10,1,4,0.7,90.0,7,1
6,10,10,1,4,0.7,90.0,5,1
8,10,10,1,6,0.7,48.0,10,1
7,10,10,1,6,0.7,73.0,8,1
5,10,10,1,4,0.7,91.0,7,1
6,10,10,1,4,0.7,91.0,5,1
6,10,10,1,4,0.7,92.0,5,1

7,10,10,1,6,0.7,75.0,8,1
8,10,10,1,6,0.7,50.0,10,1
6,10,10,1,4,0.7,93.0,5,1
7,10,10,1,6,0.7,76.0,8,1
6,10,10,1,4,0.7,94.0,5,1

5,10,10,1,4,0.7,95.0,7,1
7,10,10,1,6,0.7,77.0,8,1
8,10,10,1,6,0.7,52.0,10,1
5,10,10,1,4,0.7,96.0,7,1
6,10,10,1,4,0.7,95.0,5,1
7,10,10,1,6,0.7,78.0,8,1
8,10,10,1,6,0.7,53.0,10,1
7,10,10,1,6,0.7,79.0,8,1
8,10,10,1,6,0.7,54.0,10,1
7,10,10,1,6,0.7,80.0,8,1
6,10,10,1,4,0.7,96.0,5,1
8,10,10,1,6,0.7,55.0,10,1
7,10,10,1,6,0.7,81.0,8,1
5,10,10,1,4,0.7,98.0,7,1
8,10,10,1,6,0.7,56.0,10,1
7,10,10,1,6,0.7,82.0,8,1
5,10,10,1,4,0.7,99.0,7,1
6,10,10,1,4,0.7,98.0,5,1
8,10,10,1,6,0.7,57.0,10,1
7,10,10,1,6,0.7,83.0,8,1

8,10,10,1,6,0.7,58.0,10,1
6,10,10,1,4,0.7,99.0,5,1
5,10,10,1,4,0.7,101.0,7,1
6,10,10,1,4,0.7,100.0,5,1
7,10,10,1,6,0.7,84.0,8,1
5,10,10,1,4,0.7,102.0,7,1
6,10,10,1,4,0.7,101.0,5,1
5,10,10,1,4,0.7,103.0,7,1
8,10,10,1,6,0.7,60.0,10,1
6,10,10,1,4,0.7,102.0,5,1
7,10,10,1,6,0.7,86.0,8,1
8,10,10,1,6,0.7,61.0,10,1
5,10,10,1,4,0.7,104.0,7,1
6,10,10,1,4,0.7,103.0,5,1
7,10,10,1,6,0.7,87.0,8,1
8,10,10,1,6,0.7,62.0,10,1
5,10,10,1,4,0.7,106.0,7,1
8,10,10,1,6,0.7,63.0,10,1
7,10,10,1,6,0.7,88.0,8,1
6,10,10,1,4,0.7,105.0,5,1
7,10,10,1,6,0.7,89.0,8,1
8,10,10,1,6,0.7,64.0,10,1
6,10,10,1,4,0.7,106.0,5,1
5,10,10,1,4,0.7,107.0,7,1
7,10,10,1,6,0.7,90.0,8,1
8,10,10,1,6,0.7,65.0,10,1
5,10,10,1,4,0.7,108.0,7,1
6,10,10,1,4,0.7,107.0,5,1
7,10,10,1,6,0.7,91.0,8,1
7,10,10,1,6,0.7,92.0,8,1

5,10,10,1,4,0.7,109.0,7,1
6,10,10,1,4,0.7,109.0,5,1
8,10,10,1,6,0.7,67.0,10,1
5,10,10,1,4,0.7,110.0,7,1
7,10,10,1,6,0.7,93.0,8,1

8,10,10,1,6,0.7,68.0,10,1
5,10,10,1,4,0.7,111.0,7,1
7,10,10,1,6,0.7,94.0,8,1
6,10,10,1,4,0.7,111.0,5,1
7,10,10,1,6,0.7,95.0,8,1

6,10,10,1,4,0.7,112.0,5,1
8,10,10,1,6,0.7,70.0,10,1
5,10,10,1,4,0.7,113.0,7,1
7,10,10,1,6,0.7,96.0,8,1
6,10,10,1,4,0.7,113.0,5,1
8,10,10,1,6,0.7,71.0,10,1
5,10,10,1,4,0.7,114.0,7,1
6,10,10,1,4,0.7,114.0,5,1
8,10,10,1,6,0.7,72.0,10,1
5,10,10,1,4,0.7,115.0,7,1
5,10,10,1,4,0.7,116.0,7,1
7,10,10,1,6,0.7,98.0,8,1

6,10,10,1,4,0.7,116.0,5,1
8,10,10,1,6,0.7,74.0,10,1
7,10,10,1,6,0.7,99.0,8,1
5,10,10,1,4,0.7,117.0,7,1
6,10,10,1,4,0.7,117.0,5,1
8,10,10,1,6,0.7,75.0,10,1
7,10,10,1,6,0.7,100.0,8,1
5,10,10,1,4,0.7,118.0,7,1
6,10,10,1,4,0.7,118.0,5,1
8,10,10,1,6,0.7,76.0,10,1
5,10,10,1,4,0.7,119.0,7,1
6,10,10,1,4,0.7,119.0,5,1
7,10,10,1,6,0.7,102.0,8,1
5,10,10,1,4,0.7,120.0,7,1
6,10,10,1,4,0.7,120.0,5,1
7,10,10,1,6,0.7,103.0,8,1
8,10,10,1,6,0.7,78.0,10,1
5,10,10,1,4,0.7,121.0,7,1
6,10,10,1,4,0.7,121.0,5,1
7,10,10,1,6,0.7,104.0,8,1
5,10,10,1,4,0.7,122.0,7,1
6,10,10,1,4,0.7,122.0,5,1
7,10,10,1,6,0.7,105.0,8,1
7,10,10,1,6,0.7,106.0,8,1
5,10,10,1,4,0.7,124.0,7,1
8,10,10,1,6,0.7,81.0,10,1
6,10,10,1,4,0.7,124.0,5,1
5,10,10,1,4,0.7,125.0,7,1
6,10,10,1,4,0.7,125.0,5,1
7,10,10,1,6,0.7,108.0,8,1
5,10,10,1,4,0.7,126.0,7,1
8,10,10,1,6,0.7,83.0,10,1
6,10,10,1,4,0.7,126.0,5,1
5,10,10,1,4,0.7,127.0,7,1
6,10,10,1,4,0.7,127.0,5,1
8,10,10,1,6,0.7,84.0,10,1
5,10,10,1,4,0.7,128.0,7,1
6,10,10,1,4,0.7,128.0,5,1
8,10,10,1,6,0.7,85.0,10,1
5,10,10,1,4,0.7,129.0,7,1
7,10,10,1,6,0.7,111.0,8,1
6,10,10,1,4,0.7,129.0,5,1
8,10,10,1,6,0.7,86.0,10,1
5,10,10,1,4,0.7,130.0,7,1
7,10,10,1,6,0.7,112.0,8,1
6,10,10,1,4,0.7,130.0,5,1
8,10,10,1,6,0.7,87.0,10,1
5,10,10,1,4,0.7,131.0,7,1
6,10,10,1,4,0.7,131.0,5,1
8,10,10,1,6,0.7,88.0,10,1
5,10,10,1,4,0.7,132.0,7,1
8,10,10,1,6,0.7,89.0,10,1
5,10,10,1,4,0.7,133.0,7,1
7,10,10,1,6,0.7,115.0,8,1
8,10,10,1,6,0.7,90.0,10,1
5,10,10,1,4,0.7,134.0,7,1
6,10,10,1,4,0.7,134.0,5,1
7,10,10,1,6,0.7,116.0,8,1
8,10,10,1,6,0.7,91.0,10,1
6,10,10,1,4,0.7,135.0,5,1
7,10,10,1,6,0.7,117.0,8,1
8,10,10,1,6,0.7,92.0,10,1
5,10,10,1,4,0.7,136.0,7,1
6,10,10,1,4,0.7,136.0,5,1
8,10,10,1,6,0.7,93.0,10,1
6,10,10,1,4,0.7,137.0,5,1
7,10,10,1,6,0.7,119.0,8,1
8,10,10,1,6,0.7,94.0,10,1
6,10,10,1,4,0.7,138.0,5,1
5,10,10,1,4,0.7,138.0,7,1
6,10,10,1,4,0.7,139.0,5,1
8,10,10,1,6,0.7,96.0,10,1
7,10,10,1,6,0.7,121.0,8,1
8,10,10,1,6,0.7,97.0,10,1
6,10,10,1,4,0.7,141.0,5,1
8,10,10,1,6,0.7,98.0,10,1
6,10,10,1,4,0.7,142.0,5,1
7,10,10,1,6,0.7,123.0,8,1
8,10,10,1,6,0.7,99.0,10,1
5,10,10,1,4,0.7,141.0,7,1
6,10,10,1,4,0.7,143.0,5,1
5,10,10,1,4,0.7,142.0,7,1
8,10,10,1,6,0.7,100.0,10,1
7,10,10,1,6,0.7,125.0,8,1
5,10,10,1,4,0.7,143.0,7,1
8,10,10,1,6,0.7,101.0,10,1
6,10,10,1,4,0.7,144.0,5,1
5,10,10,1,4,0.7,144.0,7,1
8,10,10,1,6,0.7,102.0,10,1
7,10,10,1,6,0.7,126.0,8,1
5,10,10,1,4,0.7,145.0,7,1
6,10,10,1,4,0.7,146.0,5,1
8,10,10,1,6,0.7,103.0,10,1
7,10,10,1,6,0.7,127.0,8,1
6,10,10,1,4,0.7,147.0,5,1
8,10,10,1,6,0.7,104.0,10,1
5,10,10,1,4,0.7,147.0,7,1
7,10,10,1,6,0.7,128.0,8,1
8,10,10,1,6,0.7,105.0,10,1
5,10,10,1,4,0.7,148.0,7,1
8,10,10,1,6,0.7,106.0,10,1
7,10,10,1,6,0.7,130.0,8,1
5,10,10,1,4,0.7,149.0,7,1
8,10,10,1,6,0.7,107.0,10,1
7,10,10,1,6,0.7,131.0,8,1
5,10,10,1,4,0.7,150.0,7,1
8,10,10,1,6,0.7,108.0,10,1
7,10,10,1,6,0.7,132.0,8,1
5,10,10,1,4,0.7,151.0,7,1
6,10,10,1,4,0.7,151.0,5,1
8,10,10,1,6,0.7,109.0,10,1
7,10,10,1,6,0.7,133.0,8,1
6,10,10,1,4,0.7,152.0,5,1
8,10,10,1,6,0.7,110.0,10,1
7,10,10,1,6,0.7,134.0,8,1
5,10,10,1,4,0.7,153.0,7,1
8,10,10,1,6,0.7,111.0,10,1
6,10,10,1,4,0.7,153.0,5,1
7,10,10,1,6,0.7,135.0,8,1
5,10,10,1,4,0.7,154.0,7,1
8,10,10,1,6,0.7,112.0,10,1
6,10,10,1,4,0.7,154.0,5,1
7,10,10,1,6,0.7,136.0,8,1
8,10,10,1,6,0.7,113.0,10,1
5,10,10,1,4,0.7,155.0,7,1
7,10,10,1,6,0.7,137.0,8,1
6,10,10,1,4,0.7,155.0,5,1
8,10,10,1,6,0.7,114.0,10,1
7,10,10,1,6,0.7,138.0,8,1
6,10,10,1,4,0.7,156.0,5,1
8,10,10,1,6,0.7,115.0,10,1
7,10,10,1,6,0.7,140.0,8,1
5,10,10,1,4,0.7,156.0,7,1
8,10,10,1,6,0.7,116.0,10,1
7,10,10,1,6,0.7,141.0,8,1
6,10,10,1,4,0.7,158.0,5,1
8,10,10,1,6,0.7,117.0,10,1
7,10,10,1,6,0.7,142.0,8,1
6,10,10,1,4,0.7,159.0,5,1
7,10,10,1,6,0.7,143.0,8,1
6,10,10,1,4,0.7,160.0,5,1
8,10,10,1,6,0.7,118.0,10,1
7,10,10,1,6,0.7,144.0,8,1
8,10,10,1,6,0.7,119.0,10,1
5,10,10,1,4,0.7,160.0,7,1
7,10,10,1,6,0.7,145.0,8,1
8,10,10,1,6,0.7,120.0,10,1
5,10,10,1,4,0.7,161.0,7,1
7,10,10,1,6,0.7,146.0,8,1
6,10,10,1,4,0.7,162.0,5,1
8,10,10,1,6,0.7,121.0,10,1
5,10,10,1,4,0.7,162.0,7,1
7,10,10,1,6,0.7,147.0,8,1
8,10,10,1,6,0.7,122.0,10,1
6,10,10,1,4,0.7,164.0,5,1
5,10,10,1,4,0.7,163.0,7,1
7,10,10,1,6,0.7,148.0,8,1

6,10,10,1,4,0.7,165.0,5,1
8,10,10,1,6,0.7,124.0,10,1
,10,10,1,4,0.7,164.0,7,1
6,10,10,1,4,0.7,166.0,5,1
7,10,10,1,6,0.7,150.0,8,1
6,10,10,1,4,0.7,167.0,5,1

5,10,10,1,4,0.7,165.0,7,1
7,10,10,1,6,0.7,151.0,8,1
6,10,10,1,4,0.7,168.0,5,1

7,10,10,1,6,0.7,152.0,8,1
5,10,10,1,4,0.7,167.0,7,1

6,10,10,1,4,0.7,169.0,5,1
7,10,10,1,6,0.7,153.0,8,1
8,10,10,1,6,0.7,128.0,10,1
6,10,10,1,4,0.7,170.0,5,1
6,10,10,1,4,0.7,171.0,5,1

7,10,10,1,6,0.7,156.0,8,1
6,10,10,1,4,0.7,172.0,5,1
7,10,10,1,6,0.7,157.0,8,1
5,10,10,1,4,0.7,170.0,7,1

6,10,10,1,4,0.7,173.0,5,1
7,10,10,1,6,0.7,158.0,8,1
8,10,10,1,6,0.7,131.0,10,1
7,10,10,1,6,0.7,159.0,8,1
6,10,10,1,4,0.7,174.0,5,1
8,10,10,1,6,0.7,132.0,10,1
7,10,10,1,6,0.7,160.0,8,1
5,10,10,1,4,0.7,172.0,7,1
6,10,10,1,4,0.7,175.0,5,1

7,10,10,1,6,0.7,161.0,8,1
5,10,10,1,4,0.7,173.0,7,1
8,10,10,1,6,0.7,134.0,10,1
6,10,10,1,4,0.7,176.0,5,1
7,10,10,1,6,0.7,162.0,8,1
5,10,10,1,4,0.7,174.0,7,1
8,10,10,1,6,0.7,135.0,10,1
7,10,10,1,6,0.7,163.0,8,1
5,10,10,1,4,0.7,175.0,7,1
6,10,10,1,4,0.7,178.0,5,1

7,10,10,1,6,0.7,164.0,8,1
5,10,10,1,4,0.7,176.0,7,1
5,10,10,1,4,0.7,177.0,7,1
8,10,10,1,6,0.7,137.0,10,1
6,10,10,1,4,0.7,180.0,5,1
8,10,10,1,6,0.7,138.0,10,1
7,10,10,1,6,0.7,166.0,8,1
5,10,10,1,4,0.7,178.0,7,1
5,10,10,1,4,0.7,179.0,7,1
6,10,10,1,4,0.7,181.0,5,1
8,10,10,1,6,0.7,139.0,10,1
7,10,10,1,6,0.7,167.0,8,1
6,10,10,1,4,0.7,182.0,5,1
5,10,10,1,4,0.7,180.0,7,1
8,10,10,1,6,0.7,140.0,10,1
6,10,10,1,4,0.7,183.0,5,1
7,10,10,1,6,0.7,168.0,8,1
5,10,10,1,4,0.7,181.0,7,1
6,10,10,1,4,0.7,184.0,5,1

7,10,10,1,6,0.7,169.0,8,1
5,10,10,1,4,0.7,182.0,7,1
8,10,10,1,6,0.7,142.0,10,1
7,10,10,1,6,0.7,170.0,8,1
8,10,10,1,6,0.7,143.0,10,1
5,10,10,1,4,0.7,183.0,7,1
6,10,10,1,4,0.7,186.0,5,1
7,10,10,1,6,0.7,171.0,8,1
8,10,10,1,6,0.7,144.0,10,1
5,10,10,1,4,0.7,184.0,7,1
7,10,10,1,6,0.7,172.0,8,1
8,10,10,1,6,0.7,145.0,10,1
5,10,10,1,4,0.7,185.0,7,1
6,10,10,1,4,0.7,188.0,5,1
7,10,10,1,6,0.7,173.0,8,1
8,10,10,1,6,0.7,146.0,10,1
6,10,10,1,4,0.7,189.0,5,1
8,10,10,1,6,0.7,147.0,10,1
5,10,10,1,4,0.7,187.0,7,1
7,10,10,1,6,0.7,175.0,8,1
6,10,10,1,4,0.7,190.0,5,1
8,10,10,1,6,0.7,148.0,10,1
5,10,10,1,4,0.7,188.0,7,1
6,10,10,1,4,0.7,191.0,5,1
8,10,10,1,6,0.7,149.0,10,1
5,10,10,1,4,0.7,189.0,7,1
7,10,10,1,6,0.7,177.0,8,1
6,10,10,1,4,0.7,192.0,5,1
6,10,10,1,4,0.7,193.0,5,1
8,10,10,1,6,0.7,150.0,10,1
7,10,10,1,6,0.7,178.0,8,1
6,10,10,1,4,0.7,194.0,5,1
8,10,10,1,6,0.7,151.0,10,1
5,10,10,1,4,0.7,191.0,7,1
6,10,10,1,4,0.7,195.0,5,1
5,10,10,1,4,0.7,192.0,7,1
7,10,10,1,6,0.7,179.0,8,1
5,10,10,1,4,0.7,193.0,7,1
7,10,10,1,6,0.7,180.0,8,1
8,10,10,1,6,0.7,152.0,10,1
6,10,10,1,4,0.7,196.0,5,1
5,10,10,1,4,0.7,194.0,7,1
6,10,10,1,4,0.7,197.0,5,1
8,10,10,1,6,0.7,153.0,10,1
6,10,10,1,4,0.7,198.0,5,1
5,10,10,1,4,0.7,195.0,7,1
5,10,10,1,4,0.7,196.0,7,1
7,10,10,1,6,0.7,183.0,8,1

5,10,10,1,4,0.7,197.0,7,1
7,10,10,1,6,0.7,184.0,8,1
8,10,10,1,6,0.7,155.0,10,1
6,10,10,1,4,0.7,200.0,5,1
7,10,10,1,6,0.7,185.0,8,1
5,10,10,1,4,0.7,199.0,7,1
5,10,10,1,4,0.7,200.0,7,1
8,10,10,1,6,0.7,156.0,10,1
7,10,10,1,6,0.7,186.0,8,1
6,10,10,1,4,0.7,202.0,5,1
5,10,10,1,4,0.7,201.0,7,1
8,10,10,1,6,0.7,157.0,10,1
6,10,10,1,4,0.7,203.0,5,1
7,10,10,1,6,0.7,188.0,8,1
5,10,10,1,4,0.7,202.0,7,1

6,10,10,1,4,0.7,204.0,5,1
7,10,10,1,6,0.7,189.0,8,1
6,10,10,1,4,0.7,205.0,5,1
8,10,10,1,6,0.7,159.0,10,1
7,10,10,1,6,0.7,190.0,8,1
5,10,10,1,4,0.7,203.0,7,1
6,10,10,1,4,0.7,206.0,5,1
7,10,10,1,6,0.7,191.0,8,1

5,10,10,1,4,0.7,204.0,7,1
7,10,10,1,6,0.7,192.0,8,1

6,10,10,1,4,0.7,207.0,5,1
5,10,10,1,4,0.7,205.0,7,1
7,10,10,1,6,0.7,193.0,8,1
8,10,10,1,6,0.7,162.0,10,1
6,10,10,1,4,0.7,208.0,5,1
5,10,10,1,4,0.7,206.0,7,1
8,10,10,1,6,0.7,163.0,10,1
6,10,10,1,4,0.7,209.0,5,1
7,10,10,1,6,0.7,195.0,8,1
8,10,10,1,6,0.7,164.0,10,1
6,10,10,1,4,0.7,210.0,5,1
7,10,10,1,6,0.7,196.0,8,1
8,10,10,1,6,0.7,165.0,10,1
5,10,10,1,4,0.7,209.0,7,1
7,10,10,1,6,0.7,197.0,8,1
5,10,10,1,4,0.7,210.0,7,1
8,10,10,1,6,0.7,166.0,10,1
6,10,10,1,4,0.7,212.0,5,1
5,10,10,1,4,0.7,211.0,7,1
7,10,10,1,6,0.7,198.0,8,1
8,10,10,1,6,0.7,167.0,10,1
5,10,10,1,4,0.7,212.0,7,1
7,10,10,1,6,0.7,199.0,8,1
6,10,10,1,4,0.7,213.0,5,1
8,10,10,1,6,0.7,168.0,10,1
5,10,10,1,4,0.7,213.0,7,1
7,10,10,1,6,0.7,200.0,8,1
5,10,10,1,4,0.7,214.0,7,1
8,10,10,1,6,0.7,169.0,10,1
,10,10,1,4,0.7,214.0,5,1
6,10,10,1,4,0.7,215.0,5,1
5,10,10,1,4,0.7,215.0,7,1

7,10,10,1,6,0.7,203.0,8,1
8,10,10,1,6,0.7,171.0,10,1
5,10,10,1,4,0.7,216.0,7,1
7,10,10,1,6,0.7,204.0,8,1

5,10,10,1,4,0.7,217.0,7,1
7,10,10,1,6,0.7,205.0,8,1

5,10,10,1,4,0.7,218.0,7,1
8,10,10,1,6,0.7,174.0,10,1
7,10,10,1,6,0.7,206.0,8,1
6,10,10,1,4,0.7,218.0,5,1
5,10,10,1,4,0.7,220.0,7,1
8,10,10,1,6,0.7,175.0,10,1
7,10,10,1,6,0.7,207.0,8,1
6,10,10,1,4,0.7,219.0,5,1
8,10,10,1,6,0.7,176.0,10,1
8,10,10,1,6,0.7,177.0,10,16,10,10,1,4,0.7,220.0,5,1

8,10,10,1,6,0.7,178.0,10,1
7,10,10,1,6,0.7,209.0,8,1
6,10,10,1,4,0.7,221.0,5,1
7,10,10,1,6,0.7,210.0,8,1
5,10,10,1,4,0.7,222.0,7,1
8,10,10,1,6,0.7,179.0,10,1
6,10,10,1,4,0.7,222.0,5,1
5,10,10,1,4,0.7,223.0,7,1
7,10,10,1,6,0.7,212.0,8,1
7,10,10,1,6,0.7,213.0,8,1
6,10,10,1,4,0.7,223.0,5,1
5,10,10,1,4,0.7,224.0,7,1
5,10,10,1,4,0.7,225.0,7,1
8,10,10,1,6,0.7,180.0,10,1
7,10,10,1,6,0.7,214.0,8,1
5,10,10,1,4,0.7,226.0,7,1
5,10,10,1,4,0.7,227.0,7,1
7,10,10,1,6,0.7,215.0,8,1

6,10,10,1,4,0.7,225.0,5,1
5,10,10,1,4,0.7,229.0,7,1
7,10,10,1,6,0.7,216.0,8,1
7,10,10,1,6,0.7,217.0,8,1

6,10,10,1,4,0.7,226.0,5,1
5,10,10,1,4,0.7,230.0,7,1
6,10,10,1,4,0.7,227.0,5,1
5,10,10,1,4,0.7,231.0,7,1
7,10,10,1,6,0.7,218.0,8,1
6,10,10,1,4,0.7,228.0,5,1

7,10,10,1,6,0.7,219.0,8,1
8,10,10,1,6,0.7,184.0,10,1
6,10,10,1,4,0.7,229.0,5,1
6,10,10,1,4,0.7,230.0,5,1
7,10,10,1,6,0.7,220.0,8,1
5,10,10,1,4,0.7,233.0,7,1
8,10,10,1,6,0.7,185.0,10,1
8,10,10,1,6,0.7,186.0,10,1
6,10,10,1,4,0.7,232.0,5,1
5,10,10,1,4,0.7,234.0,7,1
7,10,10,1,6,0.7,222.0,8,1
