run_id,sep,ali,coh,timestamp_sec,boids_alive,boids_eaten,boids_starved,boids_in_refuge,predators_alive,predators_starved,food_available,avg_boid_distance,avg_boid_velocity,avg_boid_separation,avg_boid_food_level,center_of_mass_x,center_of_mass_y,max_boid_distance_to_center,min_boid_distance_to_center
1,1.25,1.75,0.0,0.0,20,0,0,0,3,0,14,530.7160359233761,1.004534937183348,374.9100869260149,99.98266666666666,568.1011387467245,302.60356234766783,670.2376173995856,40.126663787280876
4,1.25,1.75,0.0,0.0,20,0,0,0,3,0,14,582.0197019048122,0.9845058112724802,411.00733534640676,99.98266666666666,568.0841804959997,335.35704379566243,654.0020638589573,115.95945403885938
6,1.25,1.75,0.25,0.0,20,0,0,0,3,0,14,535.9371645654273,1.0091558933100844,386.0008401953805,99.98266666666666,678.1517659673848,416.3172340830956,714.1745500067507,190.71371494369697
5,1.25,1.75,0.0,0.0,20,0,0,0,3,0,14,551.5854148096928,1.0098519998535298,391.32894498185703,99.98266666666666,579.6787671077049,334.17933279985965,616.320040244616,112.80010060377754
3,1.25,1.75,0.0,0.0,20,0,0,0,3,0,14,503.8151172377621,0.9536983628758817,365.4172058807983,99.98266666666666,734.6238027038612,501.4819568278991,686.3976712474145,135.14628100344612
2,1.25,1.75,0.0,0.0,20,0,0,0,3,0,14,580.8229446024628,1.0131640007908982,428.445405200183,99.98266666666666,598.528783899085,480.3557430884139,603.6662825644718,238.80405536709745
1,1.25,1.75,0.0,1.0,20,0,0,0,3,0,14,527.9135613421375,1.7143249876224638,375.38936357134145,98.82097001892302,527.4416021998345,348.95604303737343,627.3279772516871,43.053806811016564
6,1.25,1.75,0.25,1.0,20,0,0,0,3,0,14,570.2989963083302,1.652151326422699,405.862371186735,98.82780878520357,681.5285268168593,370.5161889855618,773.9756781194744,60.3935476874287
4,1.25,1.75,0.0,1.0,20,0,0,1,3,0,14,588.1109461177417,1.4359897752761699,424.2779555633427,98.85176423613002,561.0124517418244,394.4174151727444,649.8420390656125,110.41296899914961
3,1.25,1.75,0.0,1.0,20,0,0,0,3,0,14,591.6568499755272,2.183370187532711,425.6201978323381,98.79958159910748,661.7078740752504,431.6738240204274,676.3854178633902,172.16981108500988
5,1.25,1.75,0.0,1.0,20,0,0,0,3,0,14,518.4383606061438,1.6856583757161414,366.0072136745585,98.81911426348331,665.9909893147849,342.1218243678352,640.4092622378197,106.34501726025034
2,1.25,1.75,0.0,1.0,20,0,0,0,3,0,14,628.0122929370405,1.892355448964563,456.45166505896657,98.80834518772116,666.4103338272616,446.33966537988334,716.5331864364334,213.69286816260123
1,1.25,1.75,0.0,2.0,20,0,0,0,3,0,14,558.5841506456459,2.009017497250527,401.26857481805723,97.6256818629997,554.6214300821775,435.11385237875146,597.8830790340558,50.34674608830836
6,1.25,1.75,0.25,2.0,20,0,0,0,3,0,14,594.9937016946526,1.769561251766401,424.08443109265454,97.64342397032132,625.8062695175697,340.6489382239522,692.5412648370672,125.26855073721273
4,1.25,1.75,0.0,2.0,20,0,0,1,3,0,14,604.2621214895779,1.5322624760578771,438.2260814323,97.71430742244314,555.3232400381062,388.58219015691463,620.9375181145253,69.52885014068697
3,1.25,1.75,0.0,2.0,20,0,0,0,3,0,14,637.8060645819654,2.208344809816445,469.7714921239414,97.53924948387211,633.3279330502321,434.8024870276532,639.1536274529888,187.26852311563454
5,1.25,1.75,0.0,2.0,20,0,0,0,3,0,14,521.0668931273395,1.830686763705803,375.101431930306,97.63813355996703,632.2611567028598,341.8780846452362,580.1601051041115,55.67814084797989
2,1.25,1.75,0.0,2.0,20,0,0,0,3,0,14,488.7949200690692,2.36773654039152,351.90829962628743,97.56079172078691,780.181313844069,251.75729552015622,769.1833282279727,64.64041286859837
1,1.25,1.75,0.0,3.0,20,0,0,1,3,0,14,545.850557585077,1.7975231145463755,398.3205693987011,96.4064082454301,652.2582020657635,352.81986791867416,642.7254911481245,116.9165670516145
5,1.25,1.75,0.0,3.0,20,0,0,0,3,0,14,543.8288565791005,2.301716694221752,382.8786712675328,96.42670255859159,584.077409972829,376.8249898870391,592.7646358292935,4.600911255989859
6,1.25,1.75,0.25,3.0,20,0,0,2,3,0,14,609.1134630678029,2.256551602653221,444.33760296885464,96.43149495044466,683.6325706441677,375.4698860084651,727.5639027517669,99.85866026878894
4,1.25,1.75,0.0,3.0,20,0,0,1,3,0,14,635.3001413433761,1.8401344628164324,466.65048959930436,96.52534170601247,664.3104017760882,397.7250936090611,701.9956852699946,120.48057665572367
3,1.25,1.75,0.0,3.0,20,0,0,2,3,0,14,595.4146757324693,2.429500947831037,463.7873673577793,96.26264560688234,553.7401685207228,314.0446658211652,718.9866353007898,307.6634256943162
2,1.25,1.75,0.0,3.0,20,0,0,0,3,0,14,380.4632314854144,2.231112423904039,269.5516977228315,96.28887598939913,821.2772933360618,329.83095256743434,637.7581952449094,58.370563958898295
1,1.25,1.75,0.0,4.0,20,0,0,2,3,0,14,576.2991025809589,2.3181847081828053,425.9867883229147,95.15874694089102,626.1888143214269,370.01267675133175,703.5472685561208,122.98896735145931
6,1.25,1.75,0.25,4.0,20,0,0,3,3,0,14,572.8381879975689,2.320664028118894,419.00570826359456,95.15605036232895,487.941763475035,384.7042868817913,639.803391134342,255.74226932491914
4,1.25,1.75,0.0,4.0,20,0,0,2,3,0,14,607.1710714025501,2.112024210353952,457.58396087477365,95.28476054834861,533.1332969500885,475.2166661391352,653.2689060392474,163.2995478125284
5,1.25,1.75,0.0,4.0,20,0,0,0,3,0,14,592.2612292187536,2.3006959226449273,427.23210350246984,95.1336218854213,604.2154769161219,310.52936766616097,651.5611896820091,140.16400096924633
2,1.25,1.75,0.0,4.0,20,0,0,1,3,0,14,380.2336313088973,2.468064385402324,267.20766486487776,95.0006426913178,746.672371709564,259.39167313112637,647.9648249638528,84.57280936191322
3,1.25,1.75,0.0,4.0,20,0,0,2,3,0,14,618.8383540941137,2.2796831598452827,474.81612421142654,94.97176839839491,532.6693816442923,390.53668237016853,754.5164104599946,287.1843706934552
1,1.25,1.75,0.0,5.0,20,0,0,4,3,0,14,556.6742991433819,2.569591280379551,408.9613694941271,93.85014336673176,538.2004530719331,366.66180566396736,661.4550809119974,232.0375405335099
5,1.25,1.75,0.0,5.0,20,0,0,0,3,0,14,591.03956932096,2.406419384996941,440.506040901647,93.87297110458385,624.236563967958,225.93318039159846,734.771301687383,174.02110732573425
4,1.25,1.75,0.0,5.0,20,0,0,4,3,0,14,600.0282963344689,2.4239803598694745,456.1745788422696,94.01532337648847,543.9137255846806,443.5338486081354,684.4052243575006,246.14442169249898
6,1.25,1.75,0.25,5.0,20,0,0,4,3,0,14,520.6795550161436,2.332407647177364,374.6441477493515,93.86563685879392,538.8384395041631,447.43475400809973,695.0574040967833,126.00915772661422
3,1.25,1.75,0.0,5.0,20,0,0,4,3,0,14,666.0017212068094,2.451473366804934,507.4751785284341,93.6671753525095,545.5472068560522,412.4009338026343,692.641369948682,168.9066266795159
2,1.25,1.75,0.0,5.0,20,0,0,2,3,0,14,542.4565641241974,2.679719453949253,412.6122924893377,93.66869997293273,692.2754631148516,347.25855176812115,569.1952421272007,321.9784291140533
1,1.25,1.75,0.0,6.0,20,0,0,4,3,0,14,517.6453862361495,2.4145467219393844,380.230739860011,92.53893347384327,513.9895724580483,364.5825771440449,619.1836840279205,68.24478855662393
5,1.25,1.75,0.0,6.0,20,0,0,2,3,0,14,588.1803641828348,2.714575024157548,437.10529604895856,92.5304011662447,674.7574562745386,334.61241603205985,705.0420082157266,256.3200371629159
4,1.25,1.75,0.0,6.0,20,0,0,6,3,0,14,623.4033468974468,2.383473772144411,464.53362828332104,92.71209557122324,547.2998330145164,411.03343036009045,649.5277867912848,225.75169073782135
6,1.25,1.75,0.25,6.0,20,0,0,6,3,0,14,488.6739305483734,2.530070359996748,338.76553975762783,92.57130607575499,554.8391676363665,394.2482581008634,644.7188176597436,17.39060371794185
3,1.25,1.75,0.0,6.0,20,0,0,6,3,0,14,600.3179747102224,2.7179872139196437,454.070958135242,92.3400821465792,691.6776387215019,291.93915083166837,740.9097048532838,87.78614389901027
2,1.25,1.75,0.0,6.0,20,0,0,2,3,0,14,407.51552892373877,2.654931342447395,283.8197379520035,92.33061167058447,632.5032531114491,592.7987471127738,735.0417493380212,96.78228954387843
1,1.25,1.75,0.0,7.0,20,0,0,6,3,0,14,538.0480608813956,2.470431160618923,402.35829386353646,91.23236115982922,498.6307530278594,388.7208436479747,626.1924024889881,112.55274021342542
4,1.25,1.75,0.0,7.0,20,0,0,6,3,0,14,574.9141856397287,2.429678768878966,432.81276129841245,91.42993665444143,655.4121323879417,458.74490274679994,649.0573341272507,118.51118367866358
5,1.25,1.75,0.0,7.0,20,0,0,3,3,0,14,499.12013729355084,2.4935139970462408,356.28377675867006,91.19100478931315,672.6538942683904,440.0664263309701,696.7304792129229,91.84224702528276
3,1.25,1.75,0.0,7.0,20,0,0,8,3,0,14,528.3408143985413,2.6266428648030025,398.34902552554803,91.01023199549012,675.3278235890432,324.21161198934135,683.6419095571351,23.918886709463163
6,1.25,1.75,0.25,7.0,20,0,0,8,3,0,14,477.67860615045333,2.7170499198447557,339.12807269182065,91.25096867244298,587.5066715096443,385.8667514388235,597.4442348471412,29.004537089757747
2,1.25,1.75,0.0,7.0,20,0,0,2,3,0,14,465.0251239473155,2.3289474325198354,334.31910125106543,91.00419616250704,737.2295450340874,353.1645762905945,811.5086323045468,110.5541211560481
1,1.25,1.75,0.0,8.0,20,0,0,8,3,0,14,566.6179102720322,2.4803725699473356,433.39414889466735,89.94702647682175,645.1024094818777,362.7777417053482,609.7322548612726,98.0876698287648
4,1.25,1.75,0.0,8.0,20,0,0,6,3,0,14,504.2777830679702,2.6095759024311396,374.33270608904365,90.12843228202492,591.2865767114677,533.0494333151936,595.3282227067846,118.52217936471173
5,1.25,1.75,0.0,8.0,20,0,0,4,3,0,14,467.8280275807778,2.7180557915432257,315.6969256596934,89.8695810685767,653.2499417178095,440.76110069993854,693.6254057552383,31.803920596178084
6,1.25,1.75,0.25,8.0,20,0,0,9,3,0,14,487.905602489503,2.51594520839308,372.563742390944,89.92318382805314,615.9531245812694,412.62619545532044,561.1360163411258,123.23856011965039
3,1.25,1.75,0.0,8.0,20,0,0,9,3,0,14,520.8700950369306,2.569464619670785,393.3106340493146,89.6979928636639,641.4093670004277,354.3639266471146,635.2863914652058,123.660947611687
2,1.25,1.75,0.0,8.0,20,0,0,2,3,0,14,421.09247122537107,2.697155566005461,297.2582480428895,89.66882017569142,801.1567512913468,398.93869088894314,674.8200788228045,143.6127396768043
1,1.25,1.75,0.0,9.0,20,0,0,8,3,0,14,542.1822288666368,2.313656688184836,414.74827991641513,88.65243262284905,682.2296276112429,398.6289260563042,647.6676100604593,143.10493549878296
6,1.25,1.75,0.25,9.0,20,0,0,10,3,0,14,524.7111327470833,2.643868813535512,400.8027719162002,88.60978670335335,615.5665451718419,438.2919410273301,555.8703283132185,59.02859083232583
4,1.25,1.75,0.0,9.0,20,0,0,6,3,0,14,509.27676734790793,2.6166702209012564,386.95153047250903,88.80515386032585,562.3626602927469,477.5008758350273,564.6456609060458,165.35190802821126
5,1.25,1.75,0.0,9.0,20,0,0,5,3,0,14,495.7827000033849,2.653629354278082,353.09482348650766,88.53669264414141,625.0921382688877,474.5681440781276,711.4294804890989,135.83687211089688
2,1.25,1.75,0.0,9.0,20,0,0,4,3,0,14,435.87911597526676,2.6214805348524752,318.2737342741306,88.36185658661313,770.633312425206,406.1557046766219,644.2309266460992,81.22487898862661
3,1.25,1.75,0.0,9.0,20,0,0,9,3,0,14,563.3882086265539,2.592086607332198,429.1568082228505,88.38676620526076,635.73821801344,326.72378453174235,662.703940928468,53.93737169201759
1,1.25,1.75,0.0,10.0,20,0,0,8,3,0,14,516.2632055860232,2.457419429573254,381.263083466372,87.34811733012147,740.3959202710192,427.27366584314206,640.799196140551,117.97811804930322
6,1.25,1.75,0.25,10.0,20,0,0,11,3,0,14,586.5412593602748,2.7629751799343447,461.0106448625882,87.26082800881967,609.8046299491259,412.7423951657814,566.6237528293641,206.30291281508482
4,1.25,1.75,0.0,10.0,20,0,0,6,3,0,14,559.1377921936432,2.5600434527882534,413.3295625812799,87.49130869935391,511.60990512826385,388.91711196028416,610.3002596764161,201.6761933461063
3,1.25,1.75,0.0,10.0,20,0,0,9,3,0,14,563.629794432595,2.515906945552104,430.1121135753518,87.06917722026398,699.9736371386407,411.92711974565225,752.7409582247409,128.3948875402287
5,1.25,1.75,0.0,10.0,20,0,0,5,3,0,14,525.3766435666186,2.5289593361635787,367.5550274600941,87.2085872446948,581.6695916459585,403.0425777408603,603.5567072557672,18.28485024608572
2,1.25,1.75,0.0,10.0,20,0,0,4,3,0,14,510.1745331182354,2.642110980359237,367.54377040356775,87.00886104578879,678.5336578197605,316.57474772610146,679.8935724082943,64.14676467954293
